,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2167,Bachelors,2015,1.0,3,29,1,0,1,0
2168,Bachelors,2013,0.5,3,30,1,0,2,0
2170,Bachelors,2015,0.5,2,29,0,0,2,1
2171,Bachelors,2017,1.0,3,30,1,0,1,0
2173,Masters,2017,0.0,2,27,1,0,5,0
2174,Bachelors,2018,1.0,3,29,1,0,1,1
2175,Masters,2012,0.0,1,30,0,0,2,1
2176,Masters,2016,0.0,3,28,0,0,2,0
2180,Bachelors,2014,1.0,3,29,0,0,2,0
2181,PHD,2017,1.0,3,27,1,0,5,0
2182,Bachelors,2017,1.0,3,29,1,0,2,0
2186,Masters,2018,1.0,3,28,0,0,2,1
2187,Bachelors,2017,1.0,3,28,0,0,1,0
2188,Bachelors,2015,1.0,3,28,1,0,1,0
2189,Bachelors,2014,0.0,3,29,0,0,1,0
2191,Masters,2017,0.0,3,29,1,0,1,0
2192,Bachelors,2014,0.5,2,29,1,0,2,1
2194,Bachelors,2014,1.0,3,30,1,0,1,0
2196,Bachelors,2014,1.0,1,29,1,0,2,0
2197,Masters,2016,0.5,3,29,1,0,2,0
2198,PHD,2016,0.5,1,28,1,0,2,0
2199,PHD,2015,1.0,3,29,1,0,2,0
2203,Bachelors,2015,0.5,3,28,1,1,2,0
2205,Bachelors,2014,1.0,3,29,1,0,1,1
2206,Bachelors,2013,1.0,2,30,0,0,1,1
2207,Bachelors,2015,1.0,3,29,1,1,1,0
2209,PHD,2017,0.0,3,29,1,0,1,0
2210,Masters,2017,0.0,3,29,1,0,2,0
2213,Bachelors,2013,0.5,3,30,1,0,1,0
2214,Bachelors,2012,1.0,3,30,0,0,1,1
2219,Bachelors,2016,1.0,3,28,0,0,1,0
2220,Masters,2018,0.0,3,30,0,0,2,1
2221,Bachelors,2018,0.5,3,29,1,1,1,1
2222,Bachelors,2016,1.0,3,30,0,1,2,0
2224,Masters,2017,0.5,2,27,1,1,5,1
2227,Bachelors,2017,0.5,2,30,0,0,2,1
2230,PHD,2015,1.0,3,29,0,0,1,0
2232,Bachelors,2017,0.5,3,30,1,0,2,0
2236,Bachelors,2014,0.5,1,28,1,0,1,0
2237,Bachelors,2015,1.0,3,30,1,0,1,0
2238,Bachelors,2013,0.0,3,27,1,0,5,0
2240,Masters,2017,0.0,2,28,1,0,1,1
2243,PHD,2014,0.0,2,27,0,0,5,0
2244,Bachelors,2015,1.0,3,29,1,0,2,0
2246,Bachelors,2017,1.0,3,30,1,0,2,0
2247,Bachelors,2014,1.0,1,27,0,0,5,0
2248,Bachelors,2014,0.5,1,26,1,0,4,0
2249,Bachelors,2012,1.0,3,29,1,1,2,0
2250,Bachelors,2012,0.0,3,30,1,0,1,0
2253,Masters,2018,0.0,3,29,1,0,2,1
2256,Masters,2016,0.0,3,27,1,1,5,1
2259,PHD,2013,0.0,3,30,1,0,1,0
2260,Masters,2018,1.0,3,26,1,0,4,1
2265,Bachelors,2018,1.0,3,29,0,1,2,1
2266,Bachelors,2016,1.0,3,28,1,0,1,0
2267,Masters,2012,0.5,3,30,1,0,1,0
2268,Bachelors,2014,1.0,3,30,0,0,2,0
2270,Bachelors,2014,1.0,3,29,0,0,1,0
2273,Bachelors,2012,1.0,1,30,0,0,2,0
2275,Bachelors,2012,1.0,3,30,0,1,2,0
2276,Masters,2017,0.0,2,30,1,0,1,0
2278,Masters,2014,0.0,3,29,1,0,2,0
2280,Bachelors,2014,0.5,2,28,0,0,2,1
2283,Bachelors,2016,0.5,3,29,1,0,1,0
2287,Masters,2013,0.0,3,26,0,0,4,1
2288,Bachelors,2017,1.0,3,29,1,0,1,0
2289,Masters,2013,0.0,3,27,0,0,5,0
2290,Bachelors,2012,0.5,2,30,0,0,2,1
2294,Bachelors,2015,0.5,2,29,0,1,2,1
2300,Masters,2014,1.0,3,28,1,0,1,1
2305,Bachelors,2015,1.0,3,28,0,0,2,0
2306,Masters,2017,1.0,1,27,1,0,5,0
2309,Masters,2017,0.5,2,30,1,0,1,0
2310,Bachelors,2013,0.5,3,29,1,0,2,0
2312,Bachelors,2012,0.5,3,27,1,1,5,0
2313,Bachelors,2015,0.5,3,30,0,0,1,1
2315,Masters,2018,0.5,3,26,1,0,4,1
2316,Masters,2013,1.0,2,29,0,0,2,1
2317,Bachelors,2014,1.0,1,28,1,0,2,1
2320,Bachelors,2014,1.0,3,28,0,1,1,0
2321,Masters,2015,0.0,3,27,1,0,5,0
2327,Masters,2017,0.0,2,30,1,1,2,0
2329,Bachelors,2013,1.0,3,27,1,1,5,0
2334,Bachelors,2012,0.0,3,30,1,0,1,1
2335,Masters,2016,0.5,3,30,1,0,1,0
2336,Bachelors,2014,0.5,3,30,1,0,1,0
2338,Masters,2017,1.0,3,26,1,0,4,1
2341,PHD,2014,1.0,3,27,1,0,5,0
2343,Bachelors,2013,1.0,3,30,0,0,1,1
2344,Bachelors,2012,1.0,3,30,0,0,2,0
2346,Bachelors,2013,1.0,1,28,0,0,1,0
2348,Masters,2017,0.5,2,30,0,0,2,1
2351,Bachelors,2015,0.5,2,29,0,0,1,1
2354,Masters,2017,0.0,2,26,0,1,4,1
2355,Masters,2017,0.0,2,30,0,0,1,0
2357,Bachelors,2017,0.5,2,29,1,0,1,0
2358,Masters,2014,0.0,1,29,1,0,1,0
2359,Bachelors,2015,0.5,2,30,0,0,2,1
2360,Bachelors,2014,1.0,3,30,1,0,2,1
2361,Masters,2018,0.0,1,30,0,0,2,0
2365,Bachelors,2014,1.0,1,28,0,0,2,0
2369,Bachelors,2016,1.0,3,30,0,0,1,0
2370,PHD,2015,0.5,3,27,1,0,5,0
2374,Masters,2017,0.0,2,30,0,1,2,0
2375,PHD,2013,0.0,3,30,0,0,2,0
2378,Bachelors,2015,1.0,3,29,1,0,2,1
2383,Masters,2014,0.5,3,30,1,0,2,0
2384,Masters,2017,0.5,2,30,1,1,2,0
2388,Bachelors,2015,0.5,2,29,0,1,1,1
2395,Bachelors,2017,0.5,2,29,0,0,1,1
2398,Bachelors,2014,1.0,3,29,0,0,1,1
2402,Masters,2015,0.5,2,30,0,0,2,1
2404,Masters,2015,0.5,2,29,0,0,1,0
2405,Masters,2015,1.0,3,26,1,0,4,1
2407,Bachelors,2017,1.0,3,29,0,0,1,0
2409,Bachelors,2014,0.0,3,29,0,0,2,0
2411,Masters,2017,0.5,2,28,0,0,2,0
2412,Masters,2013,0.0,3,27,0,0,5,1
2413,Masters,2017,0.0,3,27,1,1,5,1
2414,Bachelors,2013,1.0,3,30,1,0,2,0
2417,Bachelors,2015,1.0,2,27,0,0,5,1
2418,Bachelors,2015,1.0,3,30,1,0,2,1
2420,Bachelors,2017,1.0,3,30,1,0,2,1
2421,Bachelors,2016,0.5,2,30,0,0,2,1
2422,Masters,2016,0.5,1,27,0,0,5,0
2429,Bachelors,2013,0.5,2,27,1,0,5,1
2430,Masters,2014,0.0,3,28,1,0,1,1
2431,Bachelors,2016,0.0,3,27,0,0,5,1
2432,Bachelors,2016,0.0,3,29,0,1,2,0
2438,Bachelors,2016,1.0,3,29,0,0,1,0
2439,Bachelors,2012,1.0,3,29,0,0,1,0
2440,Bachelors,2018,1.0,3,29,1,1,2,1
2441,Bachelors,2012,0.5,3,30,1,0,1,0
2442,Bachelors,2013,1.0,3,30,1,1,1,1
2444,Bachelors,2015,0.0,3,29,0,1,1,0
2445,Bachelors,2014,1.0,3,30,0,0,1,0
2446,Bachelors,2014,0.5,1,28,1,0,2,0
2447,Bachelors,2015,0.5,3,27,0,0,5,0
2448,Bachelors,2016,1.0,3,30,1,0,1,1
2449,Bachelors,2016,0.5,3,26,0,0,4,1
2450,Bachelors,2018,0.0,3,27,0,1,5,1
2455,Bachelors,2012,0.5,1,27,1,0,5,0
2457,PHD,2017,1.0,3,28,0,0,1,0
2458,Bachelors,2015,0.5,3,29,0,0,1,1
2459,Masters,2014,0.0,3,30,1,1,2,0
2465,Masters,2012,0.0,3,30,1,0,2,0
2468,Bachelors,2018,1.0,3,30,1,1,1,1
2470,Masters,2017,0.0,3,29,0,0,2,0
2471,Bachelors,2014,1.0,3,29,1,0,2,0
2472,Bachelors,2017,0.0,3,28,1,0,1,0
2475,Bachelors,2014,1.0,1,28,1,0,1,0
2482,PHD,2012,0.0,1,29,0,0,2,0
2483,Bachelors,2013,1.0,3,30,0,0,2,1
2485,Bachelors,2014,0.5,3,28,1,0,1,0
2486,Masters,2013,0.0,2,26,1,0,4,1
2488,Bachelors,2013,0.5,3,27,0,0,5,0
2489,PHD,2015,0.0,3,28,1,0,2,0
2490,Masters,2017,0.5,2,28,1,0,2,0
2491,Bachelors,2014,0.5,3,28,1,0,4,0
2492,Bachelors,2016,1.0,3,29,0,0,1,1
2493,Bachelors,2017,1.0,3,26,0,0,4,1
2494,Bachelors,2015,1.0,3,30,1,0,0,0
2496,Bachelors,2012,1.0,1,30,0,0,0,0
2500,Bachelors,2015,0.5,3,29,0,0,3,1
2501,Masters,2017,0.5,2,30,1,0,0,1
2503,Masters,2014,0.5,3,30,1,0,0,1
2504,Bachelors,2013,0.5,3,29,1,1,2,0
2506,Masters,2018,0.0,3,27,1,1,5,1
2508,Bachelors,2012,1.0,3,30,0,0,0,1
2509,Bachelors,2012,1.0,3,29,0,0,4,0
2512,Bachelors,2015,1.0,3,28,1,1,4,0
2514,Bachelors,2016,0.5,3,29,1,0,5,0
2515,Bachelors,2014,1.0,3,29,1,0,0,0
2516,Masters,2013,1.0,3,30,1,0,5,1
2517,Bachelors,2017,0.0,3,30,0,1,3,0
2519,PHD,2015,0.5,2,30,0,0,4,0
2520,Masters,2014,1.0,3,30,1,0,4,1
2522,Bachelors,2013,0.5,3,30,1,0,0,0
2523,Masters,2017,0.5,2,30,1,0,0,0
2525,Masters,2017,0.0,2,29,1,0,2,0
2526,Bachelors,2014,1.0,1,27,1,0,5,1
2529,Masters,2018,0.0,3,30,0,0,4,1
2530,Bachelors,2015,1.0,3,29,0,0,1,0
2531,Bachelors,2014,0.5,3,26,0,0,4,1
2532,Masters,2016,0.5,3,28,1,0,2,0
2533,Bachelors,2015,0.0,3,28,0,0,4,0
2536,Bachelors,2017,1.0,3,28,1,0,4,0
2538,Bachelors,2015,1.0,3,28,0,0,0,0
2540,Masters,2013,0.5,3,27,0,1,5,1
2542,Bachelors,2012,0.5,3,29,1,0,1,0
2543,Bachelors,2015,0.5,2,28,0,0,0,1
2544,Bachelors,2018,0.5,3,30,1,1,3,1
2545,Bachelors,2016,1.0,3,29,1,0,5,0
2549,Bachelors,2016,1.0,3,30,1,0,2,1
2550,Bachelors,2017,0.0,2,29,1,0,3,1
2553,Bachelors,2013,1.0,3,29,1,1,4,0
2554,Bachelors,2013,1.0,3,30,1,0,5,0
2557,Bachelors,2012,1.0,3,29,1,1,2,1
2558,Masters,2015,1.0,3,28,1,0,0,1
2560,Masters,2015,0.5,3,29,0,0,4,0
2563,Bachelors,2017,1.0,3,30,1,0,1,1
2568,Bachelors,2017,1.0,1,28,0,0,0,1
2570,Bachelors,2013,1.0,3,28,1,0,5,0
2571,Masters,2013,0.0,3,30,1,0,2,1
2572,Masters,2013,0.0,1,29,0,0,2,1
2575,Bachelors,2013,1.0,3,29,1,0,2,0
2578,PHD,2013,0.0,3,27,0,0,5,0
2581,Bachelors,2016,1.0,3,28,0,0,1,1
2587,Bachelors,2015,0.5,3,29,1,0,1,0
2591,Bachelors,2015,0.5,3,30,0,0,0,1
2592,Bachelors,2017,1.0,3,30,1,0,3,0
2593,PHD,2012,0.0,3,29,1,0,5,0
2595,Bachelors,2014,1.0,3,26,0,1,4,0
2596,PHD,2014,0.0,3,28,0,0,0,0
2600,Bachelors,2018,1.0,3,29,1,0,0,1
2601,Bachelors,2016,1.0,3,29,1,0,3,0
2602,Bachelors,2018,0.5,3,30,0,0,2,1
2604,Bachelors,2014,0.5,3,29,1,0,3,0
2605,Bachelors,2013,0.5,3,30,1,0,4,0
2606,Masters,2015,0.0,3,29,1,0,2,0
2610,Bachelors,2016,1.0,3,30,1,0,0,0
2613,Bachelors,2014,0.5,2,29,0,0,1,1
2615,Bachelors,2016,1.0,3,28,1,1,3,0
2617,Bachelors,2016,0.5,3,28,1,0,5,0
2618,Bachelors,2017,0.5,2,28,0,0,1,1
2619,Bachelors,2015,1.0,3,30,1,0,4,0
2620,Masters,2012,0.0,3,27,1,0,5,0
2621,Masters,2017,0.0,3,29,0,1,2,0
2622,Bachelors,2018,0.0,3,29,0,0,2,1
2624,Bachelors,2012,1.0,3,28,0,0,0,0
2627,Bachelors,2018,0.5,3,28,0,0,5,1
2629,Bachelors,2014,1.0,1,26,1,0,4,1
2630,Bachelors,2014,0.0,2,29,0,0,3,1
2633,Bachelors,2013,0.5,3,30,1,0,4,1
2634,Bachelors,2015,1.0,3,30,1,0,3,0
2635,Bachelors,2012,1.0,3,29,1,0,2,1
2638,Masters,2017,0.0,2,30,0,0,2,1
2639,Bachelors,2012,0.5,3,29,1,0,0,0
2640,Bachelors,2015,0.5,1,30,0,0,0,1
2643,Bachelors,2017,0.5,2,30,0,0,4,1
2644,Bachelors,2017,0.5,2,28,1,0,5,0
2647,Bachelors,2013,1.0,3,29,0,0,5,0
2648,Bachelors,2012,1.0,3,27,0,0,5,1
2649,Bachelors,2017,0.5,2,28,0,0,3,1
2650,Bachelors,2015,1.0,1,29,1,0,4,0
2651,Bachelors,2013,1.0,2,30,1,0,0,1
2652,PHD,2018,1.0,3,28,1,0,2,1
2653,Bachelors,2015,0.5,3,28,0,0,3,1
2655,Bachelors,2015,1.0,3,30,0,0,3,1
2656,Bachelors,2012,1.0,3,29,1,0,5,0
2662,Bachelors,2014,0.5,3,29,1,0,1,0
2665,Bachelors,2017,0.5,3,30,1,0,5,0
2667,Bachelors,2012,0.0,3,30,0,1,3,0
2668,Bachelors,2013,0.5,2,30,1,0,1,1
2669,PHD,2015,0.0,3,27,0,0,5,0
2672,Masters,2017,0.0,2,29,1,0,1,0
2673,Bachelors,2013,0.0,3,28,0,0,3,0
2674,Masters,2012,0.5,3,29,1,0,4,1
2680,Bachelors,2014,0.0,3,29,1,0,4,0
2684,Bachelors,2013,0.0,3,29,0,0,2,0
2685,Bachelors,2016,1.0,2,30,0,0,4,1
2686,Bachelors,2017,0.0,3,29,0,0,0,0
2687,Bachelors,2018,1.0,3,28,1,0,3,1
2688,Bachelors,2014,1.0,3,29,1,0,4,0
2692,Bachelors,2013,1.0,2,27,0,0,5,1
2696,Masters,2017,1.0,2,30,1,0,3,0
2697,Masters,2017,0.0,2,29,1,0,4,0
2702,Bachelors,2016,0.5,3,30,1,0,0,0
2703,Bachelors,2015,1.0,3,29,0,0,0,0
2706,Bachelors,2015,0.0,3,29,1,0,1,0
2707,Bachelors,2017,1.0,3,30,1,0,4,0
2709,PHD,2013,1.0,3,27,1,0,5,0
2710,Bachelors,2018,1.0,3,28,1,1,1,1
2712,Masters,2017,0.5,2,29,0,1,2,1
2716,Bachelors,2012,0.0,1,27,0,0,5,1
2718,Bachelors,2015,0.5,1,28,0,0,0,1
2719,Bachelors,2014,1.0,3,29,1,0,4,1
2720,Bachelors,2017,0.0,3,29,0,0,3,0
2721,PHD,2015,0.5,2,26,0,0,4,0
2722,Bachelors,2017,1.0,3,30,0,0,5,0
2724,Masters,2013,0.5,3,26,1,0,4,1
2725,Bachelors,2012,0.5,2,29,0,0,2,1
2726,Bachelors,2018,1.0,3,30,1,1,2,1
2729,Bachelors,2018,1.0,2,28,0,0,3,1
2730,Bachelors,2012,1.0,3,28,1,0,0,1
2732,Bachelors,2012,1.0,3,28,0,1,0,0
2736,Bachelors,2016,1.0,3,28,1,1,2,0
2737,Bachelors,2018,0.5,3,29,1,1,3,1
2738,Bachelors,2014,0.0,3,29,1,1,4,0
2740,Masters,2018,1.0,3,27,1,1,5,1
2746,Bachelors,2017,0.5,3,29,0,0,0,1
2751,Bachelors,2018,1.0,3,29,1,0,2,1
2752,Masters,2013,1.0,3,30,1,0,2,1
2755,Bachelors,2017,1.0,1,30,1,0,1,0
2756,Bachelors,2015,0.0,3,30,0,1,1,0
2759,Bachelors,2017,0.5,3,30,0,0,1,1
2760,PHD,2018,0.0,3,30,1,0,2,1
2761,Bachelors,2018,1.0,3,29,1,1,1,1
2762,Bachelors,2013,1.0,3,30,1,1,0,0
2765,Bachelors,2013,0.5,3,28,1,0,5,0
2767,Bachelors,2015,0.5,2,30,0,0,1,1
2770,Masters,2012,0.5,3,27,1,1,5,1
2772,Bachelors,2013,1.0,3,30,1,0,1,0
2773,Bachelors,2014,0.0,3,27,1,0,5,0
2774,Masters,2013,1.0,3,30,1,0,1,1
2775,Bachelors,2016,1.0,3,29,1,0,2,1
2779,Masters,2018,0.0,3,30,1,0,2,1
2780,Masters,2014,0.5,3,27,0,0,5,1
2781,Bachelors,2017,0.5,3,29,1,0,0,0
2782,Masters,2016,0.0,3,30,1,0,2,0
2783,Masters,2017,0.0,3,30,1,0,3,1
2784,Bachelors,2013,0.5,2,30,0,0,1,1
2785,Masters,2014,0.0,3,28,0,0,3,0
2787,Bachelors,2017,1.0,1,30,1,0,2,0
2789,Bachelors,2013,0.5,1,30,0,1,1,1
2790,Bachelors,2013,1.0,3,30,0,0,5,0
2796,PHD,2018,0.0,2,30,0,0,4,1
2797,Bachelors,2017,1.0,3,29,1,0,3,0
2799,Bachelors,2012,1.0,3,28,1,1,2,0
2800,Masters,2017,0.0,1,30,1,0,2,0
2802,Masters,2013,1.0,1,29,0,0,2,1
2803,Bachelors,2012,0.5,3,29,1,0,5,0
2805,Bachelors,2015,1.0,3,29,1,0,4,0
2806,Bachelors,2014,1.0,3,29,1,0,3,1
2807,Bachelors,2018,1.0,3,28,1,0,0,1
2814,Bachelors,2017,1.0,3,29,1,0,0,0
2818,Bachelors,2015,0.5,2,29,0,0,4,1
2819,Bachelors,2014,0.5,3,29,0,0,1,1
2821,Bachelors,2012,1.0,3,28,0,0,4,0
2822,Bachelors,2017,1.0,3,29,0,0,5,0
2823,Bachelors,2015,1.0,3,30,1,1,3,0
2825,Bachelors,2018,1.0,3,28,1,0,5,1
2826,Bachelors,2017,0.0,3,30,1,0,5,0
2830,Bachelors,2014,1.0,3,30,1,0,0,0
2831,Bachelors,2014,0.0,3,30,0,0,2,0
2832,Bachelors,2012,0.0,3,29,0,0,5,0
2835,Bachelors,2017,0.5,2,29,0,0,4,1
2836,Masters,2016,0.5,3,29,1,0,4,1
2839,Masters,2012,0.0,3,29,1,0,2,0
2842,Bachelors,2017,1.0,3,28,0,0,2,1
2843,Bachelors,2013,0.0,3,30,0,0,3,1
2850,Masters,2013,0.0,3,30,1,0,0,1
2851,Masters,2018,0.0,3,26,0,0,4,1
2852,Masters,2015,0.0,3,30,1,0,2,0
2853,Bachelors,2012,1.0,3,29,1,0,4,0
2855,Masters,2017,0.5,2,28,1,0,5,0
2856,Bachelors,2016,0.5,2,29,1,0,3,1
2860,Bachelors,2018,0.5,3,28,1,0,5,1
2865,Bachelors,2014,0.5,3,29,0,0,4,1
2866,Masters,2016,0.0,3,30,1,0,3,0
2869,Bachelors,2017,0.5,3,30,1,0,0,0
2871,Bachelors,2017,0.0,2,30,1,0,4,0
2872,Bachelors,2017,0.0,2,28,0,0,4,0
2873,PHD,2016,1.0,3,30,0,0,5,0
2875,Bachelors,2017,0.5,2,29,1,0,3,0
2876,Bachelors,2017,0.0,2,30,1,0,1,1
2882,Bachelors,2016,0.5,2,30,0,0,1,1
2883,Masters,2014,0.0,3,28,1,0,0,0
2885,Masters,2015,0.5,2,30,0,0,1,0
2891,Bachelors,2012,1.0,3,30,0,0,1,0
2892,Bachelors,2018,1.0,3,29,1,0,3,1
2893,Masters,2018,0.5,3,29,1,0,2,1
2895,Bachelors,2017,0.0,2,28,1,0,2,0
2896,Bachelors,2016,1.0,3,29,0,0,0,1
2897,Bachelors,2016,0.0,1,29,0,0,1,0
2902,Bachelors,2018,1.0,3,29,0,0,3,1
2904,Masters,2016,0.0,3,29,0,0,1,1
2906,Bachelors,2015,0.5,3,28,1,0,5,0
2907,Bachelors,2017,0.0,2,29,0,0,5,0
2909,Bachelors,2017,1.0,3,30,1,0,0,0
2911,Bachelors,2013,0.0,3,28,0,0,1,0
2913,Bachelors,2012,0.0,3,28,0,0,0,0
2920,Bachelors,2013,0.5,2,29,0,0,0,1
2921,Bachelors,2013,0.5,2,28,0,0,4,1
2925,Bachelors,2013,1.0,3,29,0,0,3,0
2926,Bachelors,2015,1.0,3,29,1,0,5,0
2927,Bachelors,2017,0.0,3,30,0,0,3,0
2928,Bachelors,2015,0.5,3,29,1,0,0,0
2929,Bachelors,2013,1.0,3,27,0,1,5,0
2935,Bachelors,2017,1.0,1,29,0,0,5,0
2937,Masters,2017,1.0,2,27,1,0,5,1
2938,Masters,2014,0.0,3,28,0,0,2,0
2939,Bachelors,2012,0.0,3,27,0,0,5,1
2940,Bachelors,2012,1.0,3,28,1,0,0,0
2943,Bachelors,2013,0.0,3,27,0,0,5,1
2944,Bachelors,2013,1.0,2,26,0,0,4,1
2948,Bachelors,2012,1.0,3,28,0,0,3,0
2950,Masters,2017,0.0,3,27,1,0,5,0
2951,Bachelors,2013,0.5,2,30,0,0,5,1
2955,Masters,2015,0.5,3,26,1,0,4,1
2963,Bachelors,2016,1.0,3,30,0,0,3,0
2964,Bachelors,2017,1.0,3,30,1,0,0,1
2965,PHD,2015,0.0,3,29,1,0,4,0
2968,Bachelors,2014,1.0,1,28,0,0,5,0
2969,Bachelors,2014,0.5,3,30,1,0,0,0
2970,Masters,2012,1.0,3,26,0,0,4,1
2971,Bachelors,2013,0.0,2,26,0,0,4,1
2973,Bachelors,2016,0.0,3,29,0,0,0,0
2975,Masters,2018,0.0,3,28,0,0,2,1
2976,PHD,2015,0.0,2,27,0,0,5,0
2977,Masters,2013,0.5,1,30,1,0,1,0
2980,Bachelors,2018,0.0,3,30,0,1,3,1
2981,PHD,2013,0.0,3,30,1,0,5,0
2983,Masters,2014,0.0,3,26,1,1,4,1
2990,Bachelors,2018,1.0,3,36,1,0,2,1
2991,Bachelors,2018,1.0,3,37,1,0,4,1
2992,Bachelors,2015,0.5,3,35,0,0,0,1
2993,Bachelors,2013,0.5,2,32,0,0,4,1
2994,Bachelors,2013,0.5,1,39,0,0,0,1
2995,Bachelors,2018,0.5,3,32,1,0,1,1
2996,PHD,2012,0.0,3,37,0,0,5,0
2997,Bachelors,2012,0.5,3,31,1,0,4,0
2998,Bachelors,2018,0.5,3,31,1,0,1,1
2999,Bachelors,2017,1.0,3,33,1,0,2,0
3000,Masters,2017,0.5,2,37,1,0,2,0
3001,Bachelors,2014,0.5,3,31,1,1,1,0
3002,Masters,2017,1.0,3,40,0,0,4,0
3003,Bachelors,2017,0.0,2,32,1,0,0,0
3004,Bachelors,2016,1.0,3,41,1,0,0,0
3005,Bachelors,2018,1.0,3,35,0,1,5,1
3006,Bachelors,2014,0.5,3,34,1,0,3,0
3007,Bachelors,2017,1.0,3,31,1,0,0,0
3008,Masters,2017,1.0,3,41,0,0,2,1
3009,Bachelors,2015,0.5,3,41,1,0,5,0
3010,Bachelors,2016,1.0,3,37,0,0,0,0
3011,Bachelors,2018,1.0,3,32,0,0,3,1
3012,Bachelors,2015,1.0,3,37,1,1,3,0
3013,Bachelors,2016,1.0,3,32,1,0,1,0
3014,Masters,2017,0.0,3,36,0,0,5,0
3015,Bachelors,2014,1.0,3,36,1,0,3,0
3016,Bachelors,2015,1.0,3,36,1,0,5,0
3017,Bachelors,2017,1.0,3,41,1,1,3,0
3018,Bachelors,2015,0.5,3,39,1,0,3,0
3019,Bachelors,2013,0.5,3,37,1,0,0,0
3020,Bachelors,2013,1.0,3,32,1,0,1,0
3021,Bachelors,2012,1.0,3,36,1,0,2,0
3022,Bachelors,2013,1.0,3,36,1,0,4,0
3023,Bachelors,2014,1.0,3,36,1,0,1,0
3024,Bachelors,2018,1.0,3,32,0,1,2,1
3025,Bachelors,2018,1.0,3,34,1,0,3,1
3026,Bachelors,2018,1.0,3,37,1,1,5,1
3027,Bachelors,2018,0.5,3,40,1,1,3,1
3028,Bachelors,2014,0.5,2,36,0,0,3,1
3029,Bachelors,2017,0.5,2,38,0,0,0,0
3030,Masters,2017,0.0,2,31,0,0,0,1
3031,Bachelors,2013,0.0,3,41,0,0,4,0
3032,Masters,2012,1.0,2,32,1,0,3,1
3033,Bachelors,2017,0.0,2,41,0,0,3,0
3034,Bachelors,2013,0.5,3,40,1,0,5,0
3035,Bachelors,2014,1.0,3,38,0,0,2,1
3036,Masters,2017,0.0,2,36,1,0,5,0
3037,Bachelors,2013,0.0,3,33,0,0,1,0
3038,Bachelors,2014,1.0,3,39,1,1,0,0
3039,Bachelors,2013,1.0,3,39,1,0,0,0
3040,Bachelors,2014,1.0,3,33,1,0,4,0
3041,Bachelors,2017,0.5,3,32,1,0,5,0
3042,Bachelors,2014,1.0,3,35,0,0,2,1
3043,Bachelors,2014,1.0,3,36,1,0,5,0
3044,Bachelors,2018,0.5,2,39,0,0,0,1
3045,Bachelors,2013,1.0,3,37,0,0,5,0
3046,Masters,2017,0.0,2,35,0,0,2,1
3047,Bachelors,2017,1.0,3,36,1,0,5,0
3048,Masters,2013,0.0,3,41,1,0,0,0
3050,Bachelors,2018,1.0,3,38,1,0,2,1
3051,Bachelors,2015,1.0,3,34,1,0,5,0
3052,Bachelors,2012,1.0,3,34,1,0,1,0
3053,Bachelors,2015,0.5,3,35,1,1,5,0
3054,Bachelors,2012,1.0,3,39,0,0,2,0
3055,Bachelors,2012,1.0,3,41,1,0,3,0
3056,Bachelors,2018,1.0,3,34,1,1,2,1
3057,Masters,2015,0.5,2,35,0,0,1,0
3058,Bachelors,2012,1.0,3,33,1,0,2,0
3059,Bachelors,2015,1.0,3,39,1,0,3,0
3060,Masters,2017,0.0,2,35,1,1,2,0
3061,Bachelors,2017,0.0,2,31,0,0,0,0
3062,Bachelors,2016,1.0,3,34,1,1,4,0
3063,Bachelors,2013,1.0,3,40,0,1,5,0
3064,Bachelors,2016,0.0,3,31,0,0,4,0
3065,Bachelors,2016,0.5,3,33,1,0,3,0
3066,Bachelors,2013,1.0,3,32,1,0,5,0
3067,Masters,2017,0.0,2,31,1,0,4,1
3068,Bachelors,2014,1.0,3,39,1,0,2,0
3069,Bachelors,2016,1.0,3,33,1,0,1,1
3070,Bachelors,2014,1.0,3,40,0,0,4,0
3071,Bachelors,2016,1.0,3,39,1,0,0,1
3072,Bachelors,2017,1.0,3,35,1,1,2,0
3073,Bachelors,2017,1.0,3,32,1,0,1,0
3074,Bachelors,2015,0.5,2,34,0,0,5,1
3075,Bachelors,2017,1.0,3,40,0,0,4,0
3076,Masters,2017,0.5,3,33,1,0,4,1
3077,Bachelors,2015,0.5,2,36,0,0,0,1
3078,Masters,2018,1.0,3,39,1,0,3,1
3079,Bachelors,2012,1.0,3,37,0,0,5,1
3080,Bachelors,2018,1.0,3,36,1,0,1,1
3081,Bachelors,2017,0.0,2,39,1,0,2,0
3082,Bachelors,2015,0.5,2,35,0,1,4,1
3083,Masters,2018,0.0,3,41,1,0,2,1
3084,Bachelors,2012,0.5,3,31,1,0,5,0
3085,Bachelors,2015,0.5,2,36,0,1,0,1
3087,Bachelors,2017,1.0,3,37,1,0,2,1
3088,Bachelors,2015,0.5,2,39,0,0,4,1
3089,Bachelors,2012,0.5,3,34,1,0,2,0
3090,Bachelors,2012,1.0,3,35,0,0,1,0
3091,Bachelors,2015,1.0,3,40,0,0,2,0
3092,Bachelors,2016,1.0,3,39,0,0,1,0
3093,Bachelors,2017,1.0,3,39,0,0,1,0
3094,Bachelors,2015,0.5,3,41,0,0,3,1
3095,Bachelors,2012,0.5,3,40,1,0,2,0
